sentence,label
can cross swords with the best of them and helm a more traditionally plotted popcorn thriller while surrendering little of his intellectual rigor or creative composure ,1
will leave you wondering about the characters ' lives after the clever credits roll ,1
capability to soothe and break your heart with a single stroke ,1
"this sensitive , smart , savvy , compelling coming-of-age drama delves into the passive-aggressive psychology of co-dependence and the struggle for self-esteem . ",1
ozpetek 's effort has the scope and shape of an especially well-executed television movie . ,1
engaging despite being noticeably derivative of goodfellas and at least a half dozen other trouble-in-the-ghetto flicks ,1
"by an astonishing voice cast ( excepting love hewitt ) , an interesting racial tension , and a storyline ",1
it 's just plain lurid when it is n't downright silly . ,0
"is like sitting in a downtown café , overhearing a bunch of typical late-twenty-somethings natter on about nothing , and desperately wishing you could change tables . ",0
so believable that you feel what they feel ,1
that it 's not clear whether we 're supposed to shriek ,0
", a movie comes along to remind us of how very bad a motion picture can truly be . ",0
", those rejected must have been astronomically bad ",0
"acting , but ultimately a movie with no reason for being . ",0
"have been saved if the director , tom dey , had spliced together bits and pieces of midnight run and 48 hours ( and , for that matter , shrek ) ",0
"it 's sanctimonious , self-righteous and so eager to earn our love that you want to slap it ",0
an eye on preserving a sense of mystery ,1
world traveler gave me no reason to care ,0
to pump life into overworked elements from eastwood 's dirty harry period ,0
", it makes me wonder if lawrence hates criticism so much that he refuses to evaluate his own work . ",0
"this is surely one of the most frantic , virulent and foul-natured christmas season pics ever delivered by a hollywood studio . ",0
"a vivid , thoughtful , unapologetically raw coming-of-age tale full of sex , drugs and rock 'n' roll . ",1
kids ( of all ages ) that like adventure ,1
... gives his best screen performance with an oddly winning portrayal of one of life 's ultimate losers . ,1
start reading your scripts before signing that dotted line . ,0
"offer audiences any way of gripping what its point is , or even its attitude toward its subject ",0
"are so unmemorable , despite several attempts at lengthy dialogue scenes , ",0
sweet-and-sour insider movie that film buffs will eat up like so much gelati ,1
the casting of raymond j. barry as the ` assassin ' greatly enhances the quality of neil burger 's impressive fake documentary . ,1
"` if you are in the mood for an intelligent weepy , it can easily worm its way into your heart . ' ",1
"directed with purpose and finesse by england 's roger mitchell , who handily makes the move from pleasing , relatively lightweight commercial fare such as notting hill to commercial fare with real thematic heft . ",1
"to create characters who are sweet and believable , and are defeated by a screenplay that forces them into bizarre , implausible behavior ",0
lets the movie dawdle in classic disaffected-indie-film mode ,0
"while somewhat less than it might have been , the film is a good one , ",1
to provoke introspection in both its characters and its audience ,1
"serves as a paper skeleton for some very good acting , dialogue , ",1
is more engaging than the usual fantasies hollywood produces . ,1
"in other words , about as bad a film you 're likely to see all year . ",0
"in asia , where ms. shu is an institution ",1
"it 's an effort to watch this movie , but it eventually pays off and is effective if you stick with it ",1
"a powerful , inflammatory film about religion that dares to question an ancient faith , and about hatred that offers no easy , comfortable resolution . ",1
outtakes in which most of the characters forget their lines ,0
that rare movie that works on any number of levels -- ,1
is beautiful filmmaking from one of french cinema 's master craftsmen . ,1
as long as you 're wearing the somewhat cumbersome 3d goggles ,0
no quarter to anyone seeking to pull a cohesive story out of its 2 1/2 ,0
"the script covers huge , heavy topics in a bland , surfacey way that does n't offer any insight into why , for instance , good things happen to bad people . ",0
are too immature and unappealing to care about . ,0
"potty-mouthed enough for pg-13 , yet not as hilariously raunchy as south park , this strangely schizo cartoon seems suited neither to kids or adults . ",0
airs just about every cliche in the war movie compendium across its indulgent two-hour-and-fifteen-minute length ,0
", they show a remarkable ability to document both sides of this emotional car-wreck . ",1
"the first tunisian film i have ever seen , and it 's also probably the most good-hearted yet sensual entertainment i 'm likely to see all year ",1
"standing by yourself is haunting ... ( it 's ) what punk rock music used to be , and what the video medium could use more of : spirit , perception , conviction . ",1
"where tom green stages his gags as assaults on america 's knee-jerk moral sanctimony , jackass lacks aspirations of social upheaval . ",0
is bright and flashy in all the right ways ,1
there are moments of hilarity to be had . ,1
"each story is built on a potentially interesting idea , ",1
if the film is well-crafted and this one is ,1
proves once again that he 's the best brush in the business ,1
"broomfield 's style of journalism is hardly journalism at all , and ",0
"there 's no real sense of suspense , and none of the plot ` surprises ' are really surprising ",0
"'s still tainted by cliches , painful improbability and murky points ",0
"good actors have a radar for juicy roles -- there 's a plethora of characters in this picture , and not one of them is flat . ",1
us to remember that life 's ultimately a gamble and last orders are to be embraced ,1
hugh grant 's act is so consuming that sometimes it 's difficult to tell who the other actors in the movie are . ,1
"may be captivated , as i was , by its moods , and by its subtly transformed star , and still wonder why paul thomas anderson ever had the inclination to make the most sincere and artful movie in which adam sandler will probably ever appear . ",1
"is a gentle film with dramatic punch , a haunting ode to humanity . ",1
( t ) oo many of these gross out scenes ... ,0
"is n't this painfully forced , false and fabricated ",0
's so sloppily written and cast that you can not believe anyone more central to the creation of bugsy than the caterer ,0
all the pleasure of a handsome and well-made entertainment ,1
"as played by ryan gosling , danny is a frighteningly fascinating contradiction . ",1
like a soft drink that 's been sitting open too long : it 's too much syrup and not enough fizz . ,0
"one of those films where the characters inhabit that special annex of hell where adults behave like kids , children behave like adults and everyone screams at the top of their lungs no matter what the situation . ",0
"well , it probably wo n't have you swinging from the trees hooting it 's praises ",0
light nor magical enough to bring off this kind of whimsy ,0
tosses around some intriguing questions about the difference between human and android life ,1
"no amount of arty theorizing -- the special effects are ` german-expressionist , ' according to the press notes -- can render it anything but laughable . ",0
as if everyone making it lost their movie mojo ,0
in the best possible senses of both those words ,1
an impenetrable and insufferable ball of pseudo-philosophic twaddle ,0
"a coming-of-age story and cautionary parable , but also a perfectly rendered period piece ",1
that would make it the darling of many a kids-and-family-oriented cable channel ,1
is an elegantly balanced movie -- every member of the ensemble has something fascinating to do -- that does n't reveal even a hint of artifice . ,1
neither light nor magical enough to bring off this kind of whimsy ,0
may be burns 's strongest film since the brothers mcmullen . ,1
are rich veins of funny stuff in this movie ,1
"there 's not a spark of new inspiration in it , just more of the same , done with noticeably less energy and imagination . ",0
been done before but never so vividly or with so much passion ,1
to make the most sincere and artful movie in which adam sandler will probably ever appear ,1
"just utter ` uhhh , ' which is better than most of the writing in the movie ",0
a plodding teen remake that 's so mechanical you can smell the grease on the plot ,0
"is a non-stop funny feast of warmth , color and cringe ",1
what 's best about drumline is its energy ,1
"victim to sloppy plotting , an insultingly unbelievable final act and ",0
... puts enough salt into the wounds of the tortured and self-conscious material to make it sting . ,0
"an old-fashioned scary movie , one that relies on lingering terror punctuated by sudden shocks and not constant bloodshed punctuated by flying guts . ",1
"no more racist portraits of indians , for instance ) ",0
makes you care about music you may not have heard before ,1
is by far the worst movie of the year . ,0
"if you liked the previous movies in the series , you 'll have a good time with this one too ",1
i 'm not sure which will take longer to heal : the welt on johnny knoxville 's stomach from a riot-control projectile or my own tortured psyche . ,0
's a film that affirms the nourishing aspects of love and companionship ,1
"a chilly , remote , emotionally distant piece ",0
destined to fill the after-school slot at shopping mall theaters across the country . ,1
rohmer still has a sense of his audience ,1
one of the very best movies ever made about the life of moviemaking . ,1
puts enough salt into the wounds of the tortured and self-conscious material to make it sting ,0
both exude an air of dignity that 's perfect for the proud warrior that still lingers in the souls of these characters . ,1
a powerful and deeply moving example of melodramatic moviemaking ,1
"a smart , nuanced look at de sade and ",1
a beautiful paean to a time long past . ,1
what results is the best performance from either in years ,1
"the premise of `` abandon '' holds promise , ",1
we never really get inside of them . ,0
that a movie can be as intelligent as this one is in every regard except its storyline ,0
charly comes off as emotionally manipulative and sadly imitative of innumerable past love story derisions . ,0
the glamorous machine that thrusts the audience into a future they wo n't much care about ,0
"wickedly funny , visually engrossing , never boring , ",1
"a different and emotionally reserved type of survival story -- a film less about refracting all of world war ii through the specific conditions of one man , and more about that man ",1
what gives human nature its unique feel is kaufman 's script ,1
out there surrender $ 9 and 93 minutes of unrecoverable life ,0
"a tremendous , offbeat sense of style and humor ",1
"seems embarrassed by his own invention and tries to rush through the intermediary passages , apparently hoping that the audience will not notice the glaring triteness of the plot device ",0
"but for the most part , the weight of water comes off as a two-way time-switching myopic mystery that stalls in its lackluster gear of emotional blandness . ",0
", the recording sessions are intriguing , and -- on the way to striking a blow for artistic integrity -- this quality band may pick up new admirers . ",1
been perfect for an old `` twilight zone '' episode ,1
"a hugely rewarding experience that 's every bit as enlightening , insightful and entertaining as grant 's two best films -- ",1
is so earnest that it 's hard to resist his pleas to spare wildlife and respect their environs ,1
what a bewilderingly brilliant and entertaining movie this is . ,1
"felt ; not the craven of ' a nightmare on elm street ' or ` the hills have eyes , ' but the sad schlock merchant of ` deadly friend ",0
"for those for whom the name woody allen was once a guarantee of something fresh , sometimes funny , and usually genuinely worthwhile , hollywood ending is a depressing experience ",0
does n't always jell with sean penn 's monotone narration ,0
"they are believable as people -- flawed , assured of the wrong things , and scared to admit how much they may really need the company of others ",1
as grand as the lord of the rings ,1
sleep or bewildered by the artsy and often pointless visuals ,0
an intense and effective film about loneliness and the chilly anonymity of the environments where so many of us spend so much of our time . ,1
one of the best of a growing strain of daring films ... ,1
a fourth-rate jim carrey who does n't understand the difference between dumb fun and just plain dumb ,0
that is an undeniably worthy and devastating experience ,1
that it 's hard to resist his pleas to spare wildlife and respect their environs ,1
vulgar dialogue and a plot that crawls along at a snail 's pace ,0
"this is a very ambitious project for a fairly inexperienced filmmaker , but ",1
if frailty will turn bill paxton into an a-list director ,1
"the story is predictable , the jokes are typical sandler fare , and ",0
"a fantastically vital movie that manages to invest real humor , sensuality , and sympathy into a story about two adolescent boys . ",1
"as the princess , sorvino glides gracefully from male persona to female without missing a beat . ",1
shows how deeply felt emotions can draw people together across the walls that might otherwise separate them . ,1
"to note that this film , like the similarly ill-timed antitrust , is easily as bad at a fraction the budget ",0
"the plot of the comeback curlers is n't very interesting actually , but what i like about men with brooms and what is kind of special is how the film knows what 's unique and quirky about canadians ",1
one of the best inside-show-biz yarns ever . ,1
is a copy of a copy of a copy ,0
impossible to claim that it is `` based on a true story '' with a straight face ,0
just a kiss is a just a waste . ,0
"thanks to the actors ' perfect comic timing and sweet , genuine chemistry ",1
when the screenwriter responsible for one of the worst movies of one year directs an equally miserable film the following year ,0
this u-boat does n't have a captain . ,0
as his outstanding performance as bond in die ,1
"dickens ' wonderfully sprawling soap opera , the better ",1
its surreal sense of humor and technological finish ,1
"unfunny comedy with a lot of static set ups , not much camera movement , and most of the scenes take place indoors in formal settings with motionless characters . ",0
"will indie filmmakers subject us to boring , self-important stories of how horrible we are to ourselves and each other ",0
"the writer-director of this little $ 1.8 million charmer , which may not be cutting-edge indie filmmaking ",0
"a confusing melange of tones and styles , ",0
"a deft , delightful mix of sulky teen drama and overcoming-obstacles sports-movie triumph ",1
's to this film 's ( and its makers ' ) credit that we believe that that 's exactly what these two people need to find each other -- and themselves ,1
starts off as a satisfying kids flck becomes increasingly implausible as it races through contrived plot points ,0
a cold-hearted curmudgeon for not being able to enjoy a mindless action movie ,0
to avoid being recognized as the man who bilked unsuspecting moviegoers ,0
"all in all , a great party . ",1
"coppola , along with his sister , sofia , is a real filmmaker ",1
a beguiling evocation of the quality that keeps dickens evergreen : the exuberant openness with which he expresses our most basic emotions . ,1
"it 's sweet and fluffy at the time , ",1
director charles stone iii applies more detail to the film 's music than to the story line ,0
"hard as this may be to believe , here on earth , a surprisingly similar teen drama , was a better film . ",0
commercialism all in the same movie ... without neglecting character development for even one minute ,1
"khouri manages , with terrific flair , to keep the extremes of screwball farce and blood-curdling family intensity on one continuum . ",1
you will have completely forgotten the movie by the time you get back to your car in the parking lot . ,0
"never decides whether it wants to be a black comedy , drama , melodrama or some combination of the three . ",0
that kind of impact on me these days ,1
the fluid motion is astounding on any number of levels ,1
there is only so much baked cardboard i need to chew . ,0
one big blustery movie where nothing really happens . ,0
"bang your head on the seat in front of you , at its cluelessness , at its idiocy , ",0
a children 's party clown gets violently gang-raped ,0
be more timely in its despairing vision of corruption ,0
that it 's a crime movie made by someone who obviously knows nothing about crime ,0
"is he has no character , loveable or otherwise ",0
"blue crush , a late-summer surfer girl entry , should be as entertaining as it is ",1
did they deem it necessary to document all this emotional misery ,0
"strikes back ... a majestic achievement , an epic of astonishing grandeur and surprising emotional depth ",1
'd much rather watch teens poking their genitals into fruit pies ,0
there 's none of the happily-ever - after spangle of monsoon wedding in late marriage -- and that 's part of what makes dover kosashvili 's outstanding feature debut so potent ,1
has delivered a solidly entertaining and moving family drama ,1
every cliche in the war movie compendium across its indulgent two-hour-and-fifteen-minute length ,0
"turn a larky chase movie into an emotionally satisfying exploration of the very human need to be somebody , and to belong to somebody . ",1
first-time director joão pedro rodrigues ' unwillingness to define his hero 's background or motivations becomes more and more frustrating as the film goes on . ,0
the pianist like a surgeon mends a broken heart ; very meticulously but without any passion ,0
solaris '' is a shapeless inconsequential move relying on the viewer to do most of the work . ,0
"strictly speaking , schneider is no steve martin ",0
", eileen walsh , an engaging , wide-eyed actress whose teeth are a little too big for her mouth , infuses the movie with much of its slender , glinting charm . ",1
"a sexy , peculiar and always entertaining costume drama set in renaissance spain , and the fact that it 's based on true events somehow makes it all the more compelling . ",1
"it is exactly what it wants to be : an atrociously , mind-numbingly , indescribably bad movie ",0
have to admit i walked out of runteldat . ,0
"it 's an entertaining movie , and the effects , boosted to the size of a downtown hotel , will all but take you to outer space . ",1
win a wide summer audience through word-of-mouth reviews ,1
"picked not for their acting chops , but for their looks ",0
steals the show without resorting to camp as nicholas ' wounded and wounding uncle ralph . ,1
an awkwardly garish showcase that diverges from anything ,0
"a full experience , a love story and a murder mystery that expands into a meditation on the deep deceptions of innocence ",1
sends you away a believer again and quite cheered at just that . ,1
"although the film boils down to a lightweight story about matchmaking , the characters make italian for beginners worth the journey ",1
some futile concoction that was developed hastily after oedekerk ,0
the immersive powers of the giant screen and its hyper-realistic images are put to perfect use in the breathtakingly beautiful outer-space documentary space station 3d . ,1
"the film comes off winningly , even though it 's never as solid as you want it to be ",1
well-written television series where you 've missed the first half-dozen episodes and probably wo n't see the next six . ,0
are never more than sketches ... which leaves any true emotional connection or identification frustratingly out of reach ,0
"people sit and stare and turn away from one another instead of talking and it 's all about the silences and if you 're into that , have at it ",0
a sugar-coated rocky whose valuable messages are forgotten 10 minutes after the last trombone ,0
"this odd , poetic road movie , spiked by jolts of pop music , pretty much takes place in morton 's ever-watchful gaze -- and it 's a tribute to the actress , and to her inventive director , that the journey is such a mesmerizing one ",1
"it 's not like having a real film of nijinsky , ",0
"a depraved , incoherent , instantly disposable piece of hackery . ",0
"with `` ichi the killer '' , takashi miike , japan 's wildest filmmaker gives us a crime fighter carrying more emotional baggage than batman ... ",0
're going to subjugate truth to the tear-jerking demands of soap opera ,0
` the country bears ' should never have been brought out of hibernation . ,0
after you laugh once ( maybe twice ) ,0
"the direction occasionally rises to the level of marginal competence , but for most of the film it is hard to tell who is chasing who or why . ",0
"the powerful success of read my lips with such provocative material shows why , after only three films , director/co-writer jacques audiard , though little known in this country , belongs in the very top rank of french filmmakers . ",1
ca n't get no satisfaction without the latter ,0
that the artist 's work may take on a striking new significance for anyone who sees the film ,1
", the picture feels as if everyone making it lost their movie mojo . ",0
"through a sad , sordid universe of guns , drugs , avarice and damaged dreams ",0
"the acting is amateurish , the cinematography is atrocious , ",0
"of cat-and-mouse , three-dimensional characters and believable performances ",1
it the darling of many a kids-and-family-oriented cable channel ,1
with nothing but a savage garden music video on his resume ,0
have a whale of a good time . ,1
"a headline-fresh thriller set among orthodox jews on the west bank , joseph cedar 's time of favor manages not only to find a compelling dramatic means of addressing a complex situation , it does so without compromising that complexity . ",1
take on a great writer and dubious human being ,1
"dwells on crossing-over mumbo jumbo , manipulative sentimentality , and sappy dialogue ",0
"this would have been better than the fiction it has concocted , and ",0
"it has the air of a surprisingly juvenile lark , a pop-influenced prank whose charms are immediately apparent and wear thin with repetition . ",0
give a spark to `` chasing amy '' and `` changing lanes '' falls flat as thinking man cia agent jack ryan in this summer 's new action film ,0
that ` alabama ' manages to be pleasant in spite of its predictability ,1
"is clever and funny , is amused by its special effects ",1
that successfully recreates both the physical setting and emotional tensions of the papin sisters ,1
elevates the material above pat inspirational status and gives it a sturdiness and solidity that we 've long associated with washington the actor . ,1
a movie that ca n't get sufficient distance from leroy 's delusions to escape their maudlin influence . ,0
the ability of the human spirit to overcome adversity ,1
"you can fire a torpedo through some of clancy 's holes , and the scripters do n't deserve any oscars . ",0
dog-paddle in the mediocre end of the pool ,0
the script was reportedly rewritten a dozen times ,0
"... a gleefully grungy , hilariously wicked black comedy ... ",1
can only assume that the jury who bestowed star hoffman 's brother gordy with the waldo salt screenwriting award at 2002 's sundance festival were honoring an attempt to do something different over actually pulling it off ,0
", it 's still a rollicking good time for the most part ",1
here 's yet another cool crime movie that actually manages to bring something new into the mix . ,1
"if there was any doubt that peter o'fallon did n't have an original bone in his body , a rumor of angels should dispel it . ",0
recommended as an engrossing story about a horrifying historical event and the elements which contributed to it . ,1
one of those exceedingly rare films in which the talk alone is enough to keep us involved . ,1
offering next to little insight into its intriguing subject ,0
"make the film more silly than scary , like some sort of martha stewart decorating program run amok ",0
"a strong and confident work which works so well for the first 89 minutes , but ends so horrendously confusing ",0
"it might have held my attention , but ",0
film that leaves you scratching your head in amazement over the fact that so many talented people could participate in such an ill-advised and poorly ,0
is an odd but ultimately satisfying blend of the sophomoric and the sublime ,1
"plumbs uncharted depths of stupidity , incoherence and sub-sophomoric sexual banter ",0
is one of those rare docs that paints a grand picture of an era and makes the journey feel like a party ,1
"to the actress , and to her inventive director ",1
offers a thoughtful and rewarding glimpse into the sort of heartache everyone ,1
is a variant of the nincompoop benigni persona ,0
authentic account of a historical event that 's far too tragic to merit such superficial treatment ,0
has a bloated plot that stretches the running time about 10 minutes ,0
"cassavetes thinks he 's making dog day afternoon with a cause , but all he 's done is to reduce everything he touches to a shrill , didactic cartoon ",0
in an entirely irony-free zone and bale reduced mainly to batting his sensitive eyelids ,0
to see what all the fuss is about ,1
the kind of entertainment that parents love to have their kids see . ,1
of advocacy cinema that carries you along in a torrent of emotion as it explores the awful complications of one terrifying day ,1
made me realize that we really have n't had a good cheesy b-movie playing in theaters since ... well ... since last week 's reign of fire ,0
"for its logical loopholes , which fly by so fast there 's no time to think about them anyway ",0
"this indie flick never found its audience , probably because it 's extremely hard to relate to any of the characters . ",0
it 's the worst movie i 've seen this summer ,0
brings to the fore for the gifted but no-nonsense human beings they are and for the still-inestimable contribution they have made to our shared history ,1
it allows the mind to enter and accept another world ,1
"the precious trappings of most romantic comedies , infusing into the story ",1
"stereotypes in good fun , while adding a bit of heart and unsettling subject matter . ",1
is an enjoyable big movie primarily because australia is a weirdly beautiful place ,1
sex in the movies look like cheap hysterics ,0
of this and that -- whatever fills time -- with no unified whole ,0
an interesting look behind the scenes of chicago-based rock group wilco ... ,1
directions and descends into such message-mongering moralism that its good qualities are obscured . ,0
to emerge from the traffic jam of holiday movies ,1
"for the future , one hopes mr. plympton will find room for one more member of his little band , a professional screenwriter . ",0
it 's the funniest american comedy since graffiti bridge . ,1
"although estela bravo 's documentary is cloyingly hagiographic in its portrait of cuban leader fidel castro , it 's still a guilty pleasure to watch . ",1
as it provides a fresh view of an old type ,1
"an energetic , violent movie with a momentum that never lets up ",1
debut effort by `` project greenlight '' winner ,1
had released the outtakes theatrically and used the film as a bonus feature on the dvd ,1
this cartoon adventure is that wind-in-the-hair exhilarating . ,1
", its hard to imagine having more fun watching a documentary ... ",1
's the funniest american comedy since graffiti bridge . ,1
"is ) the comedy equivalent of saddam hussein , and ",0
like you were n't invited to the party ,0
by taylor 's cartoonish performance and the film 's ill-considered notion ,0
could n't someone take rob schneider and have him switch bodies with a funny person ? ,0
the most irresponsible picture ever released by a major film studio . ,0
the people who loved the 1989 paradiso will prefer this new version ,1
it almost loses what made you love it ,0
"the story and the more contemporary , naturalistic tone ",1
fails to keep it up and settles into clichés ,0
too bad kramer could n't make a guest appearance to liven things up . ,0
"barely shocking , barely interesting and most of all , barely ",0
"sunk by way too much indulgence of scene-chewing , teeth-gnashing actorliness . ",0
"one of the best films i have ever seen , constantly pulling the rug from underneath us , seeing things from new sides , plunging deeper , getting more intense . ",1
like a surgeon mends a broken heart ; very meticulously but without any passion ,0
making ararat far more demanding than it needs to be ,0
manipulative and as bland as wonder bread dipped in milk ,0
gussied up with so many distracting special effects and visual party tricks that it 's not clear whether we 're supposed to shriek ,0
for that comes through all too painfully in the execution ,0
"watching queen of the damned is like reading a research paper , with special effects tossed in . ",0
starts out ballsy and stylish but fails to keep it up and settles into clichés . ,0
schneidermeister ... makin ' a fool of himself ... losin ' his fan base ,0
"captures the way young japanese live now , chafing against their culture 's manic mix of millennial brusqueness and undying , traditional politesse ",1
attack of the clones is a technological exercise that lacks juice and delight ,0
feel like time fillers between surf shots . ,0
"a superlative b movie -- funny , sexy , and rousing . ",1
that will probably sink the film for anyone who does n't think about percentages all day long ,0
"'s a film that 's destined to win a wide summer audience through word-of-mouth reviews and , not far down the line , to find a place among the studio 's animated classics ",1
"and for many of us , that 's good enough . ",1
... `` bowling for columbine '' remains a disquieting and thought-provoking film ... ,1
"schaeffer 's film never settles into the light-footed enchantment the material needs , ",0
three sides of his story with a sensitivity and an inquisitiveness reminiscent of truffaut ,1
than seeing an otherwise good movie marred beyond redemption by a disastrous ending ,0
", this is the most visually unappealing . ",0
nothing more than the latest schwarzenegger or stallone ,0
the animated sequences are well done and perfectly constructed to convey a sense of childhood imagination and creating adventure out of angst ,1
"as ledger attempts , in vain , to prove that movie-star intensity can overcome bad hair design ",0
there 's already been too many of these films ... ,0
"girls , who learns that believing in something does matter ",1
"whether it 's the worst movie of 2002 , i ca n't say for sure : memories of rollerball have faded , and i skipped country bears ",0
a puppy dog so desperate for attention it nearly breaks its little neck trying to perform entertaining tricks . ,0
"is nicholson 's goofy , heartfelt , mesmerizing king lear . ",1
"we , today , can prevent its tragic waste of life ",0
to make an old-fashioned nature film that educates viewers with words and pictures while entertaining them ,1
the first film in a long time that made me want to bolt the theater in the first 10 minutes ,0
would n't make trouble every day any better . ,0
"he does n't unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental car ",1
made the original men in black such a pleasure ,1
naqoyqatsi ' is banal in its message and the choice of material to convey it . ,0
as a nifty plot line in steven soderbergh 's traffic fails to arrive at any satisfying destination ,0
that made the full monty a smashing success ... but neglects to add the magic that made it all work ,0
"ourside the theater roger might be intolerable company , but inside it he 's well worth spending some time with . ",1
stirring experience that finds warmth in the coldest environment and makes each crumb of emotional comfort ,1
"really is a pan-american movie , with moments of genuine insight into the urban heart . ",1
"you might to resist , if you 've got a place in your heart for smokey robinson ",1
if you can push on through the slow spots ,0
burns ' fifth beer-soaked film feels in almost every possible way -- from the writing and direction to the soggy performances -- tossed off . ,0
'll probably be the best and most mature comedy of the 2002 summer season speaks more of the season than the picture ,1
's undeniable enjoyment to be had from films crammed with movie references ,1
"leblanc thought , `` hey , the movie about the baseball-playing monkey was worse . '' ",0
"mostly plays it straight , turning leys ' fable into a listless climb down the social ladder . ",0
a generic international version of a typical american horror film ,0
is enough to save oleander 's uninspired story . ,0
peter o'fallon did n't have an original bone in his body ,0
does not proclaim the truth about two love-struck somebodies ,0
looked like as a low-budget series on a uhf channel ,0
familiar -- and not in a good way ,0
a good idea that was followed by the bad idea to turn it into a movie ,0
"the screenplay , co-written by director imogen kimmel , lacks the wit necessary to fully exploit the comic elements of the premise , making the proceedings more bizarre than actually amusing . ",0
is difficult to connect with on any deeper level ,0
the movie around them is so often nearly nothing that their charm does n't do a load of good ,0
", you 'll wait in vain for a movie to happen . ",0
shows its indie tatters and self-conscious seams in places ,0
"love a disney pic with as little cleavage as this one has , and a heroine as feisty and principled as jane ",1
"fresh and raw like a blown-out vein , narc takes a walking-dead , cop-flick subgenre and beats new life into it . ",1
rotten in almost every single facet of production that you 'll want to crawl up your own *** in embarrassment . ,0
"an exceptionally acted , quietly affecting cop drama . ",1
"by pretentious , untalented artistes who enjoy moaning about their cruel fate ",0
"though it goes further than both , anyone who has seen the hunger or cat people will find little new here , but a tasty performance from vincent gallo lifts this tale of cannibal lust above the ordinary . ",1
such a dependable concept was botched in execution ,0
"lan yu is a genuine love story , full of traditional layers of awakening and ripening and separation and recovery . ",1
", another gross-out college comedy -- ugh . ",0
", queen of the damned is a pointless , meandering celebration of the goth-vampire , tortured woe-is-me lifestyle . ",0
boasts eye-catching art direction but has a forcefully quirky tone that quickly wears out its limited welcome . ,0
this overproduced piece of dreck is shockingly bad and absolutely unnecessary . ,0
"that you never want to see another car chase , explosion or gunfight again ",0
boyd 's screenplay ( co-written with guardian hack nick davies ) has a florid turn of phrase that owes more to guy ritchie than the bard of avon . ,0
that 's apparently just what ( aniston ) has always needed to grow into a movie career ,1
is little else to recommend `` never again . ,0
"acquires an undeniable entertainment value as the slight , pale mr. broomfield continues to force himself on people and into situations that would make lesser men run for cover . ",1
"holes punched through by an inconsistent , meandering , and sometimes dry plot ",0
"gets under your skin and , some plot blips ",0
"should n't have been allowed to use the word `` new '' in its title , because there 's not an original character , siuation or joke in the entire movie ",0
makes it worth the trip to the theater ,1
"is to reduce everything he touches to a shrill , didactic cartoon ",0
it 's a visual rorschach test and i must have failed ,0
"while the path may be familiar , first-time director denzel washington and a top-notch cast manage to keep things interesting . ",1
"'s as rude and profane as ever , always hilarious and , most of the time , absolutely right ",1
're convinced that this mean machine was a decent tv outing that just does n't have big screen magic . ,0
as if we 're seeing something purer than the real thing ,1
"the characters are based on stock clichés , ",0
never comes close to being either funny or scary ,0
it explores the awful complications of one terrifying day ,1
fashioning an engrossing entertainment out of an almost sure-fire prescription for a critical and commercial disaster ,1
comes through all too painfully in the execution ,0
"worthless , from its pseudo-rock-video opening to the idiocy of its last frames ",0
"the film does n't have enough innovation or pizazz to attract teenagers , and it lacks the novel charm that made spy kids a surprising winner with both adults and younger audiences ",0
"contrived and exploitative for the art houses and too cynical , small and decadent for the malls . ",0
seems to have ransacked every old world war ii movie for overly familiar material ,0
"felt work about impossible , irrevocable choices and the price of making them . ",0
"the cinematography is cloudy , the picture making becalmed . ",0
had to escape from director mark romanek 's self-conscious scrutiny ,0
begins like a docu-drama but builds its multi-character story with a flourish . ,1
"if this sappy script was the best the contest received , those rejected must have been astronomically bad . ",0
have been conjured up only 10 minutes prior to filming ,0
wo n't fly with most intelligent viewers . ,0
"are complex and quirky , but entirely believable ",1
"you have some idea of the glum , numb experience of watching o fantasma ",0
survive its tonal transformation from dark comedy to suspense thriller ,1
"a memorable experience that , like many of his works , presents weighty issues colorfully wrapped up in his own idiosyncratic strain of kitschy goodwill . ",1
"bigelow handles the nuclear crisis sequences evenly but milks drama when she should be building suspense , and drags out too many scenes toward the end that should move quickly . ",0
blandly go where we went 8 movies ago ,0
allows the characters to inhabit their world without cleaving to a narrative arc ,1
"the film 's strength is n't in its details , but in the larger picture it paints - of a culture in conflict with itself , with the thin veneer of nationalism that covers our deepest , media-soaked fears . ",1
"to win a wide summer audience through word-of-mouth reviews and , ",1
"director marcus adams just copies from various sources -- good sources , bad mixture ",0
"is that its dying , in this shower of black-and-white psychedelia , is quite beautiful . ",1
likes of which mainstream audiences have rarely seen ,1
and adults will at least have a dream image of the west to savor whenever the film 's lamer instincts are in the saddle . ,0
"there are n't many conclusive answers in the film , but there is an interesting story of pointed personalities , courage , tragedy and the little guys vs. the big guys ",1
", i found myself strangely moved by even the corniest and most hackneyed contrivances . ",1
"scotland looks wonderful , the fans are often funny fanatics , ",1
... something appears to have been lost in the translation this time ,0
the pantheon of the best of the swashbucklers ,1
being the barn-burningly bad movie it promised it would be ,0
"this is a nicely handled affair , a film about human darkness but etched with a light ( yet unsentimental ) touch . ",1
'll keep you wide awake and ... very tense ,1
much of what we see is horrible but it 's also undeniably exceedingly clever ,1
see this unique and entertaining twist on the classic whale 's tale ,1
"should shame americans , regardless of whether or not ultimate blame ",0
will remind them that hong kong action cinema is still alive and kicking . ,1
